DOI,Query,PII,Title,Journal
10.1016/s0950-0618(03)00036-9, ,None,Structural performance of a FRP bridge deck,Construction and Building Materials
10.1016/s0950-0618(02)00014-4, ,None,Strengthening techniques tested on masonry structures struck by the Umbria–Marche earthquake of 1997–1998,Construction and Building Materials
10.1016/s0950-0618(03)00026-6, ,None,An evaluation of highly insulated cold zinc roofs in a moderate humid region—part II: corrosion behavior of zinc sheeting,Construction and Building Materials
10.1016/s0950-0618(01)00017-4, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(02)00006-5, ,None,Ten years of frost testing at Sheffield Hallam University,Construction and Building Materials
10.1016/s0950-0618(03)00052-7, ,None,The reconstruction of the Cathedral of Noto,Construction and Building Materials
10.1016/s0950-0618(03)00059-x, ,None,Experimental research for the choice of adequate materials for the reconstruction of the Cathedral of Noto,Construction and Building Materials
10.1016/s0950-0618(03)00063-1, ,None,The reconstruction of the sandstone dome of the Frauenkirche,Construction and Building Materials
10.1016/s0950-0618(00)00040-4, ,None,Integrity analysis of single and multi-layer thin cement mortar slab structures using the spectral analysis of surface wave NDT method,Construction and Building Materials
10.1016/s0950-0618(03)00104-1, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(03)00053-9, ,None,The partial reconstruction design of the Cathedral of Noto,Construction and Building Materials
10.1016/j.conbuildmat.2004.02.005, ,None,Water permeance problems in single wythe masonry walls: the case of wind mills,Construction and Building Materials
10.1016/s0950-0618(03)00120-x, ,None,Numerical studies on load-carrying capacities of notched concrete beams subjected to various concentrated loads,Construction and Building Materials
10.1016/s0950-0618(00)00047-7, ,None,"Mineral inlays in natural stone slabs: techniques, materials and preservation",Construction and Building Materials
10.1016/s0950-0618(99)00039-2, ,None,Oxygen and water vapour transport in cement–silica fume pastes,Construction and Building Materials
10.1016/s0950-0618(03)00061-8, ,None,A short summary of the history of the Frauenkirche in Dresden,Construction and Building Materials
10.1016/s0950-0618(01)00035-6, ,None,Behaviour of low-temperature fired laterite bricks under uniaxial compressive loading,Construction and Building Materials
10.1016/s0950-0618(03)00064-3, ,None,"The soil condition, the foundation and the basement of the Frauenkirche in Dresden",Construction and Building Materials
10.1016/s0950-0618(99)00031-8, ,None,The deterioration of mortar in sulphate environments,Construction and Building Materials
10.1016/s0950-0618(02)00034-x, ,None,A perspective study on fly ash–lime–gypsum bricks and hollow blocks for low cost housing development,Construction and Building Materials
10.1016/s0950-0618(03)00043-6, ,None,Intermediate crack-induced debonding in RC beams and slabs,Construction and Building Materials
10.1016/s0950-0618(02)00008-9, ,None,Effect of random inclusion of sisal fibre on strength behaviour of soil,Construction and Building Materials
10.1016/s0950-0618(02)00012-0, ,None,Influence of storage conditions on the carbonation of powdered Ca(OH)2,Construction and Building Materials
10.1016/s0950-0618(03)00065-5, ,None,Preface,Construction and Building Materials
10.1016/s0950-0618(01)00007-1, ,None,The acoustic behaviour of bricks in relation to their mechanical behaviour,Construction and Building Materials
10.1016/s0950-0618(99)00025-2, ,None,"Fundamental properties of powder, paste and mortar of surface modified cement and process of the surface modification",Construction and Building Materials
10.1016/s0950-0618(99)00043-4, ,None,Sulfate resistance of the cement materials based on the modified silica fume,Construction and Building Materials
10.1016/s0950-0618(00)00005-2, ,None,A semi-mobile flash dryer/calciner unit to manufacture pozzolana from raw clay soils — application to soil stabilisation,Construction and Building Materials
10.1016/s0950-0618(00)00006-4, ,None,Behaviour of precast reinforced concrete pile caps,Construction and Building Materials
10.1016/s0950-0618(02)00113-7, ,None,Bond degradation due to the desalination process,Construction and Building Materials
10.1016/s0950-0618(00)00027-1, ,None,The influence of geometry on the strength of shear wall panels in light steel construction,Construction and Building Materials
10.1016/s0950-0618(02)00040-5, ,None,Polymer-cement mortars for repairing ancient masonries mechanical properties,Construction and Building Materials
10.1016/s0950-0618(99)00040-9, ,None,Comparative analysis of artificial neural networks and evolutionary programming in roof deterioration modeling,Construction and Building Materials
10.1016/s0950-0618(00)00051-9, ,None,Joints between roofing felt and sheet metal flashings —short- and long-term tests,Construction and Building Materials
10.1016/s0950-0618(01)00013-7, ,None,ETFE foil cushions in roofs and atria,Construction and Building Materials
10.1016/s0950-0618(99)00005-7, ,None,Modeling crack development in reinforced concrete structures under service loading,Construction and Building Materials
10.1016/s0950-0618(02)00028-4, ,None,Assessment of damages and repair of antenna tower concrete foundations,Construction and Building Materials
10.1016/s0950-0618(00)00033-7, ,None,"Effect of soil properties on pavement failures along the F209 highway at Ado-Ekiti, south-western Nigeria",Construction and Building Materials
10.1016/s0950-0618(00)00059-3, ,None,Near-surface moisture gradients and in situ permeation tests,Construction and Building Materials
10.1016/s0950-0618(00)00035-0, ,None,Limit analysis on aging penstocks based on linear programming,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.028, ,None,A study of the viscosity of lime–cement paste: influence of the physico-chemical characteristics of lime,Construction and Building Materials
10.1016/s0950-0618(02)00117-4, ,None,Water vapour permeability of clay bricks,Construction and Building Materials
10.1016/s0950-0618(02)00023-5, ,None,A model to measure compressive strength of compressed earth blocks with the ‘3 points bending test’,Construction and Building Materials
10.1016/s0950-0618(00)00017-9, ,None,Tensile properties and pullout behaviour of AFRP and CFRP rods for grouted anchor applications,Construction and Building Materials
10.1016/s0950-0618(02)00010-7, ,None,Development of a rainfall test rig as an aid in soil block weathering assessment,Construction and Building Materials
10.1016/s0950-0618(02)00032-6, ,None,Design of maximum density aggregate grading,Construction and Building Materials
10.1016/s0950-0618(02)00097-1, ,None,Effect of coarse aggregate quality on the mechanical properties of high strength concrete,Construction and Building Materials
10.1016/s0950-0618(02)00107-1, ,None,Protective patinas applied on stony façades of historical buildings in the past,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.015, ,None,Hydric and mechanical properties of carbon fiber reinforced cement composites subjected to thermal load,Construction and Building Materials
10.1016/s0950-0618(01)00028-9, ,None,Shrinkage cracking at interior supports of continuous pre-cast pre-stressed concrete girder bridges,Construction and Building Materials
10.1016/s0950-0618(00)00073-8, ,None,Detection and evaluation of AE waves due to rock deformation,Construction and Building Materials
10.1016/s0950-0618(00)00072-6, ,None,Acoustic emission at failure in quasi-brittle materials,Construction and Building Materials
10.1016/s0950-0618(02)00044-2, ,None,Composite repair of timber structures,Construction and Building Materials
10.1016/s0950-0618(00)00031-3, ,None,Effect of high temperature and cooling regimes on the compressive strength and pore properties of high performance concrete,Construction and Building Materials
10.1016/s0950-0618(02)00103-4, ,None,Rheological evaluation of ethylene vinyl acetate polymer modified bitumens,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.010, ,None,Thermo physical characteristics of economical building materials,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.009, ,None,The effect of temperature on strength – porosity relationship for concrete,Construction and Building Materials
10.1016/s0950-0618(00)00065-9, ,None,Assessment of fire damaged concrete using colour image analysis,Construction and Building Materials
10.1016/s0950-0618(99)00037-9, ,None,Bond strength of glass FRP rebar splices in beams under static loading,Construction and Building Materials
10.1016/j.conbuildmat.2004.02.004, ,None,"White efflorescence on brick masonry and concrete masonry blocks, with special emphasis on sulfate efflorescence on concrete blocks",Construction and Building Materials
10.1016/j.conbuildmat.2003.08.023, ,None,"The soil condition, the foundation and the basement of the Frauenkirche in Dresden",Construction and Building Materials
10.1016/s0950-0618(03)00125-9, ,None,Damage evaluation of railway structures by using train-induced AE,Construction and Building Materials
10.1016/s0950-0618(99)00010-0, ,None,Acoustic emission characteristics of concrete-piles,Construction and Building Materials
10.1016/s0950-0618(00)00074-x, ,None,Mixed mode crack propagation of homogenized cracks by the two-dimensional DDM analysis,Construction and Building Materials
10.1016/j.conbuildmat.2004.02.001, ,None,Foreword,Construction and Building Materials
10.1016/s0950-0618(02)00065-x, ,None,Ads,Construction and Building Materials
10.1016/j.conbuildmat.2003.08.019, ,None,A simple finite element based model for evaluating the interaction of load bearing walls subjected to vertical loading,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.003, ,None,Preface,Construction and Building Materials
10.1016/j.conbuildmat.2003.08.012, ,None,Preface,Construction and Building Materials
10.1016/s0950-0618(02)00085-5, ,None,Keywords Index,Construction and Building Materials
10.1016/s0950-0618(03)00132-6, ,None,Calendar,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.003, ,None,Rutting response of hot-mix asphalt to generalized dynamic shear moduli of asphalt binder,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.002, ,None,Size effect in bearing strength of concrete cubes,Construction and Building Materials
10.1016/s0950-0618(04)00146-1, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(02)00031-4, ,None,Comparative study of behavior of reinforced concrete beams strengthened and repaired-strengthened by using V connecting bars and U connecting stirrups,Construction and Building Materials
10.1016/s0950-0618(02)00099-5, ,None,A new methodology for determining thermal properties and modelling temperature development in hydrating concrete,Construction and Building Materials
10.1016/s0950-0618(01)00020-4, ,None,Construction and Building MATERIALS,Construction and Building Materials
10.1016/s0950-0618(03)00054-0, ,None,The partial reconstruction design of the Cathedral of Noto,Construction and Building Materials
10.1016/s0950-0618(03)00017-5, ,None,"Calendar, update from 17/3, press proof req'ed",Construction and Building Materials
10.1016/s0950-0618(03)00025-4, ,None,An evaluation of highly insulated cold zinc roofs in a moderate humid region—part I: hygrothermal performance,Construction and Building Materials
10.1016/j.conbuildmat.2004.02.003, ,None,Efflorescence pathway diagram: understanding salt weathering,Construction and Building Materials
10.1016/s0950-0618(03)00114-4, ,None,"Keywords Index to Vol. 17, layout sheet attached.",Construction and Building Materials
10.1016/s0950-0618(03)00015-1, ,None,Announcement,Construction and Building Materials
10.1016/s0950-0618(99)00047-1, ,None,Efficiency of polypropylene and metallic fibres on control of shrinkage and cracking of recycled aggregate mortars,Construction and Building Materials
10.1016/s0950-0618(00)00011-8, ,None,Performance characteristics of surface coatings applied to concrete for control of reinforcement corrosion,Construction and Building Materials
10.1016/s0950-0618(00)00009-x, ,None,A mathematical evaluation of compressive behavior of steel tubular structures filled with composite materials,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.012, ,None,Detecting voids in reinforced concrete slab by SIBIE,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.001, ,None,Economic aspects of using steel framed buildings with composite floors: case studies from United Arab Emirates,Construction and Building Materials
10.1016/s0950-0618(00)00064-7, ,None,Rapid evaporation from freshly cast concrete and the Gulf environment,Construction and Building Materials
10.1016/s0950-0618(99)00044-6, ,None,Peeling and diagonal tension failures in steel plated R/C beams,Construction and Building Materials
10.1016/s0950-0618(02)00035-1, ,None,"Measurement of alkalinity in concrete by a simple procedure, to investigate transport of alkaline material from the concrete slab to a self-levelling screed",Construction and Building Materials
10.1016/s0950-0618(02)00041-7, ,None,Design choices and intervention techniques for repairing and strengthening of the Monza cathedral bell-tower,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.032, ,None,Effects of orientation and compaction methods of manufacture on strength properties of sandcrete blocks,Construction and Building Materials
10.1016/s0950-0618(03)00093-x, ,None,Sub-surface radar testing of concrete: a review,Construction and Building Materials
10.1016/s0950-0618(99)00003-3, ,None,"Experimentation, numerical simulation and the role of engineering judgement in the fracture mechanics of concrete and concrete structures",Construction and Building Materials
10.1016/s0950-0618(02)00007-7, ,None,Influence on crack development in concrete structures from imposed strains and varying boundary conditions,Construction and Building Materials
10.1016/s0950-0618(99)00006-9, ,None,Three-dimensional finite element analysis on crack behaviors of RC cantilever decks,Construction and Building Materials
10.1016/s0950-0618(02)00030-2, ,None,Prediction of high temperature rheological properties of aged asphalts from the flow data of the original unaged samples,Construction and Building Materials
10.1016/s0950-0618(02)00043-0, ,None,Shear behavior of masonry panels strengthened by FRP laminates,Construction and Building Materials
10.1016/s0950-0618(00)00022-2, ,None,How to make today’s repairs durable for tomorrow — corrosion protection in concrete repair,Construction and Building Materials
10.1016/s0950-0618(02)00105-8, ,None,Dry boards as load bearing element in the profiled steel sheet dry board floor panel system—structural performance and applications,Construction and Building Materials
10.1016/s0950-0618(01)00030-7, ,None,Engineering properties of concrete with oil palm shell as coarse aggregate,Construction and Building Materials
10.1016/s0950-0618(00)00025-8, ,None,Compatibility of superplasticizers with different cements,Construction and Building Materials
10.1016/s0950-0618(03)00047-3, ,None,Experimental study on seismic strengthening of RC columns with wrapped CFRP sheets,Construction and Building Materials
10.1016/s0950-0618(99)00016-1, ,None,Corrosion protection performance of microsilica added concretes in NaCl and seawater environments,Construction and Building Materials
10.1016/s0950-0618(01)00026-5, ,None,Calcium sulfate hemihydrate activated low heat sulfate resistant cement,Construction and Building Materials
10.1016/j.conbuildmat.2003.11.003, ,None,Influence of fly ash on strength behavior of typical soils,Construction and Building Materials
10.1016/s0950-0618(99)00011-2, ,None,Quantitative analysis of fracture process in RC column foundation by moment tensor analysis of acoustic emission,Construction and Building Materials
10.1016/s0950-0618(01)00015-0, ,None,RC columns strengthened with bandage — experimental programme and design recommendations,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.010, ,None,"Improvements of AE technique using wavelet algorithms, coherence functions and automatic data analysis",Construction and Building Materials
10.1016/j.conbuildmat.2003.08.014, ,None,Thermal behavior of masonry walls in Istanbul,Construction and Building Materials
10.1016/s0950-0618(00)00012-x, ,None,Laboratory study on the low temperature physical hardening of conventional and polymer modified bitumens,Construction and Building Materials
10.1016/s0950-0618(01)00002-2, ,None,Resin-injected dowel joints in glulam and structural timber composites,Construction and Building Materials
10.1016/s0950-0618(02)00108-3, ,None,Allowing for uncertainties in the modelling of masonry compressive strength,Construction and Building Materials
10.1016/s0950-0618(03)00048-5, ,None,Large scale testing and analysis of hybrid concrete/composite tubes for circular beam-column applications,Construction and Building Materials
10.1016/s0950-0618(01)00027-7, ,None,Numerical analysis of time-dependent behavior of pre-cast pre-stressed concrete girder bridges,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.004, ,None,Analysis of half-cell potential measurement for corrosion of reinforced concrete,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.016, ,None,Wedge splitting test on fracture behaviour of ultra high strength concrete,Construction and Building Materials
10.1016/s0950-0618(02)00100-9, ,None,Salt influence on evaporation from porous building rocks,Construction and Building Materials
10.1016/s0950-0618(03)00046-1, ,None,RC column strengthening by lateral pre-tensioning of FRP,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.014, ,None,Properties of cement made by partially replacing cement raw materials with municipal solid waste ashes and calcium carbide waste,Construction and Building Materials
10.1016/s0950-0618(02)00101-0, ,None,Enhancement of bond strength for epoxy-coated rebar using river sand,Construction and Building Materials
10.1016/s0950-0618(02)00120-4, ,None,Effect of cement kiln dust (CKD) on mortar and concrete mixtures,Construction and Building Materials
10.1016/s0950-0618(03)00045-x, ,None,Design-oriented stress–strain model for FRP-confined concrete,Construction and Building Materials
10.1016/s0950-0618(99)00045-8, ,None,Physico-chemical adhesion and cohesion bonds in joint mortars imparting durability to the historic structures,Construction and Building Materials
10.1016/s0950-0618(02)00002-8, ,None,Rehabilitation of rectangular simply supported RC beams with shear deficiencies using CFRP composites,Construction and Building Materials
10.1016/j.conbuildmat.2004.02.002, ,None,Microscopy applied to the diagnosis of the deterioration of brick masonry,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.031, ,None,Effect of type and dosage of silica fume on plastic shrinkage in concrete exposed to hot weather,Construction and Building Materials
10.1016/s0950-0618(04)00128-x, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(99)00012-4, ,None,Bending tests of bridge deck planks,Construction and Building Materials
10.1016/s0950-0618(03)00066-7, ,None,Structural innovation in pre-stressed brickwork,Construction and Building Materials
10.1016/s0950-0618(99)00051-3, ,None,Index,Construction and Building Materials
10.1016/s0950-0618(03)00068-0, ,None,Thermal behavior of masonry walls in Istanbul,Construction and Building Materials
10.1016/s0950-0618(00)00046-5, ,None,Seismic retrofit of spread footings supporting bridge columns with short dowels,Construction and Building Materials
10.1016/s0950-0618(00)00015-5, ,None,Punched metal plate timber fasteners under fatigue loading,Construction and Building Materials
10.1016/s0950-0618(99)00019-7, ,None,Characteristics of carbonate building stones that influence the dry deposition of acidic gases,Construction and Building Materials
10.1016/s0950-0618(01)00036-8, ,None,Static and dynamic behaviour of RC beam model strengthened by CFRP-sheets,Construction and Building Materials
10.1016/s0950-0618(03)00116-8, ,None,Preface,Construction and Building Materials
10.1016/s0950-0618(00)00004-0, ,None,Mechanical modelization of anisotropic porous materials with a homogenization method. Application to aerated concretes,Construction and Building Materials
10.1016/s0950-0618(01)00022-8, ,None,Contents Index,Construction and Building Materials
10.1016/s0950-0618(00)00055-6, ,None,Preface,Construction and Building Materials
10.1016/s0950-0618(02)00024-7, ,None,Out-of-plane behavior of surface-reinforced masonry walls,Construction and Building Materials
10.1016/s0950-0618(01)00029-0, ,None,Interfacial stresses in reinforced concrete beams bonded with a soffit plate: a finite element study,Construction and Building Materials
10.1016/s0950-0618(03)00124-7, ,None,"Improvements of AE technique using wavelet algorithms, coherence functions and automatic data analysis",Construction and Building Materials
10.1016/s0950-0618(03)00003-5, ,None,Wind load resistance tests of heat-welded joints between roofing felt and sheet metal flashings,Construction and Building Materials
10.1016/s0950-0618(99)00028-8, ,None,Possibilities of a novel use of silica fume in mineral binding systems,Construction and Building Materials
10.1016/s0950-0618(02)00057-0, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(03)00069-2, ,None,Modifying the mechanism method of masonry arch bridge analysis,Construction and Building Materials
10.1016/s0950-0618(02)00115-0, ,None,Survey of building sands in Australia,Construction and Building Materials
10.1016/s0950-0618(03)00056-4, ,None,Application of sonic and radar tests on the piers and walls of the Cathedral of Noto,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.004, ,None,Quantification of the water demand of sand in mortar,Construction and Building Materials
10.1016/s0950-0618(03)00062-x, ,None,Material properties of historical masonry of the Frauenkirche and the masonry guideline for reconstruction,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.022, ,None,Span ratios in bridges constructed using a balanced cantilever method,Construction and Building Materials
10.1016/j.conbuildmat.2003.08.013, ,None,Structural innovation in pre-stressed brickwork,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.008, ,None,Localized failure of concrete in compression identified by AE method,Construction and Building Materials
10.1016/s0950-0618(00)00048-9, ,None,On the effect of time-dependent deformations on the behaviour of patch-repaired reinforced concrete short columns,Construction and Building Materials
10.1016/s0950-0618(01)00023-x, ,None,Author Index,Construction and Building Materials
10.1016/s0950-0618(03)00050-3, ,None,Open debate at the end of the Workshop,Construction and Building Materials
10.1016/s0950-0618(00)00043-x, ,None,Chloride profiles in surface-treated mortar specimens,Construction and Building Materials
10.1016/j.conbuildmat.2003.08.017, ,None,The role of sea salts in the occurrence of different damage mechanisms and decay patterns on brick masonry,Construction and Building Materials
10.1016/j.conbuildmat.2003.08.015, ,None,Modifying the mechanism method of masonry arch bridge analysis,Construction and Building Materials
10.1016/j.conbuildmat.2003.08.007, ,None,Characterisation of the materials used in the construction of the Noto Cathedral,Construction and Building Materials
10.1016/s0950-0618(03)00002-3, ,None,Effect of used engine oil on properties of fresh and hardened concrete,Construction and Building Materials
10.1016/j.conbuildmat.2004.01.003, ,None,Development and testing of polystyrene mortars using waste EPS solution-based binders,Construction and Building Materials
10.1016/j.conbuildmat.2004.02.007, ,None,Experimental research on hygroscopic behaviour of porous specimens contaminated with salts,Construction and Building Materials
10.1016/s0950-0618(99)00036-7, ,None,Some considerations on the warping of marble façades: the example of Alvar Aalto’s Finland Hall in Helsinki,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.011, ,None,Damage evaluation of railway structures by using train-induced AE,Construction and Building Materials
10.1016/s0950-0618(03)00051-5, ,None,"Building the Cathedral of Noto; earthquakes, reconstruction and building practice in 18th-century Sicily",Construction and Building Materials
10.1016/s0950-0618(02)00033-8, ,None,A simple gravimetric method for determining the moisture diffusivity of building materials,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.009, ,None,Flexural response of polymer concrete filled steel beams,Construction and Building Materials
10.1016/j.conbuildmat.2004.01.002, ,None,Simplified mechanical model for evaluating stress in pipeline subject to settlement,Construction and Building Materials
10.1016/s0950-0618(02)00022-3, ,None,Numerical simulation of steel-plate strengthened concrete beam by a non-linear finite element method model,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.012, ,None,Marble behaviour under monotonic and cyclic loading in tension,Construction and Building Materials
10.1016/s0950-0618(02)00045-4, ,None,The assessment of the structure of Novi Sad Open University damaged in a fire,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.007, ,None,Evaluation of building materials recycling on HMA permanent deformation,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.013, ,None,Effect of aggregate on the fracture behavior of high strength concrete,Construction and Building Materials
10.1016/s0950-0618(02)00018-1, ,None,Uncertainty analysis in structural number determination in flexible pavement design—a convex model approach,Construction and Building Materials
10.1016/s0950-0618(00)00063-5, ,None,On-site measurements of corrosion rate of reinforcements,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.029, ,None,Physico-mechanical properties of carbonated concrete,Construction and Building Materials
10.1016/s0950-0618(01)00034-4, ,None,Experimental study on strength and ductility of carbonated concrete elements,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.003, ,None,The effect of water movement on specific heat of gypsum plasterboard in heat transfer analysis under natural fire exposure,Construction and Building Materials
10.1016/s0950-0618(03)00040-0, ,None,Use of FRP composites in civil structural applications,Construction and Building Materials
10.1016/s0950-0618(00)00057-x, ,None,Reliability of partially-destructive tests to assess the strength of concrete on site,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.005, ,None,An experimental study of the jacketed reinforced-concrete beams under bending,Construction and Building Materials
10.1016/s0950-0618(99)00020-3, ,None,Structural behaviour of babadua reinforced concrete beams,Construction and Building Materials
10.1016/s0950-0618(99)00030-6, ,None,Flexural behavior of polymer concrete,Construction and Building Materials
10.1016/j.conbuildmat.2003.08.018, ,None,Shear testing of stack bonded masonry,Construction and Building Materials
10.1016/s0950-0618(99)00042-2, ,None,Evaluation of bond strength of epoxy-coated bars in concrete exposed to marine environment,Construction and Building Materials
10.1016/s0950-0618(02)00095-8, ,None,Comparison of properties of steel slag and crushed limestone aggregate concretes,Construction and Building Materials
10.1016/s0950-0618(03)00038-2, ,None,The evolution of and the way forward for advanced polymer composites in the civil infrastructure,Construction and Building Materials
10.1016/s0950-0618(98)00026-9, ,None,Long term monitoring of fill pressures in a new brickwork arch bridge,Construction and Building Materials
10.1016/s0950-0618(03)00060-6, ,None,Noto Cathedral: soil and foundation investigation,Construction and Building Materials
10.1016/s0950-0618(99)00052-5, ,None,Index,Construction and Building Materials
10.1016/s0950-0618(03)00126-0, ,None,Detecting voids in reinforced concrete slab by SIBIE,Construction and Building Materials
