DOI,Query,PII,Title,Journal
10.1016/s0950-0618(99)00007-0, ,None,Simulation of the failure mechanisms of quasi-brittle materials,Construction and Building Materials
10.1016/s0950-0618(04)00187-4, ,None,"Volume contents, author and keyword indexes for volume 18",Construction and Building Materials
10.1016/s0950-0618(02)00114-9, ,None,The development of roundwood timber pole structures for use on rural community technology projects,Construction and Building Materials
10.1016/s0950-0618(03)00144-2, ,None,Calendar,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.007, ,None,Behaviour of one-way concrete slabs reinforced with CFRP grid reinforcements,Construction and Building Materials
10.1016/s0950-0618(00)00038-6, ,None,Validating the generality and predictive ability of unified rheological curves for unmodified paving asphalts,Construction and Building Materials
10.1016/s0950-0618(04)00011-x, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(00)00076-3, ,None,A separate method for evaluating the ultimate load-carrying capacity of aging and renovated sewage structures,Construction and Building Materials
10.1016/s0950-0618(00)00030-1, ,None,Utilisation of electrical resistance method for the evaluation of the state of steel reinforcement in concrete and the rate of its corrosion,Construction and Building Materials
10.1016/s0950-0618(02)00046-6, ,None,Metallurgical slag as a component in blended cement,Construction and Building Materials
10.1016/s0950-0618(00)00013-1, ,None,Improved assessment of mass concrete dams using acoustic travel time tomography. Part II — application,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.018, ,None,Approximate analytical solutions for diagonal reinforced timber-framed walls with fibre-plaster coating material,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.009, ,None,Quantitative damage evaluation of structural concrete by a compression test based on AE rate process analysis,Construction and Building Materials
10.1016/s0950-0618(03)00113-2, ,None,"Author Index to Vol. 17, Layout sheet attached.",Construction and Building Materials
10.1016/s0950-0618(02)00037-5, ,None,Evaluation of internal resistance in hot-mix asphalt (HMA) concrete,Construction and Building Materials
10.1016/s0950-0618(02)00017-x, ,None,Ion chromatographic analysis of corrosion inhibitors in concrete,Construction and Building Materials
10.1016/s0950-0618(03)00122-3, ,None,Localized failure of concrete in compression identified by AE method,Construction and Building Materials
10.1016/s0950-0618(01)00008-3, ,None,The effects of permeable formworks with sucker liners on the physical properties of concrete surfaces,Construction and Building Materials
10.1016/s0950-0618(01)00024-1, ,None,Keyword Index,Construction and Building Materials
10.1016/s0950-0618(99)00017-3, ,None,Phase composition changes due to ammonium-sulphate: attack on Portland and Portland fly ash cements,Construction and Building Materials
10.1016/s0950-0618(00)00042-8, ,None,Structural upgrading of RC beams using composite overlays,Construction and Building Materials
10.1016/s0950-0618(04)00136-9, ,None,Calendar,Construction and Building Materials
10.1016/j.conbuildmat.2004.01.004, ,None,Fading and color changes in colored asphalt quantified by the image analysis method,Construction and Building Materials
10.1016/s0950-0618(00)00062-3, ,None,Half-cell potential mapping to assess repair work on RC structures,Construction and Building Materials
10.1016/s0950-0618(99)00034-3, ,None,Experimental study of a composite wood–concrete beam with the INSA–Hilti new flexible shear connector,Construction and Building Materials
10.1016/s0950-0618(02)00093-4, ,None,The use of advanced polymer composites to form an economic structural unit,Construction and Building Materials
10.1016/s0950-0618(00)00016-7, ,None,A new method for evaluating the surface roughness of concrete cut for repair or strengthening,Construction and Building Materials
10.1016/s0950-0618(02)00042-9, ,None,Seismic response of a new type of masonry tie used in brick veneer walls,Construction and Building Materials
10.1016/s0950-0618(03)00004-7, ,None,Using charge passed to determine the chloride diffusion coefficient in mortar from accelerated chloride migration test,Construction and Building Materials
10.1016/j.conbuildmat.2004.02.006, ,None,Damage development to treated brick masonry in a long-term salt crystallisation test,Construction and Building Materials
10.1016/s0950-0618(03)00028-x, ,None,The effect of concrete surface treatments on electrical measurements of corrosion activity,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.006, ,None,Numerical studies on load-carrying capacities of notched concrete beams subjected to various concentrated loads,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.026, ,None,Experimental study on bond behavior between FRP and concrete,Construction and Building Materials
10.1016/s0950-0618(03)00044-8, ,None,Structural performances of short steel-fiber reinforced concrete beams with externally bonded FRP sheets,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.030, ,None,Acidic attack of cement based materials – a review Part 3: research and test methods,Construction and Building Materials
10.1016/s0950-0618(02)00029-6, ,None,Shear strength of reinforced-recycled material,Construction and Building Materials
10.1016/s0950-0618(02)00027-2, ,None,Laboratory and field performance of polymer-modified cement-based repair mortars in cold climates,Construction and Building Materials
10.1016/s0950-0618(02)00020-x, ,None,Monte Carlo simulation for arch bridge assessment,Construction and Building Materials
10.1016/s0950-0618(02)00104-6, ,None,Salt-induced decay in calcareous stone monuments and buildings in a marine environment in SW France,Construction and Building Materials
10.1016/s0950-0618(01)00016-2, ,None,Behaviour of GFRP-strengthened RC cantilever slabs,Construction and Building Materials
10.1016/s0950-0618(99)00022-7, ,None,"Tough, void-free, flame retardant phenolic matrix materials",Construction and Building Materials
10.1016/s0950-0618(02)00009-0, ,None,The effect of alkali reactivity on the mechanical properties of concrete,Construction and Building Materials
10.1016/s0950-0618(00)00068-4, ,None,Acoustic emission to assess and monitor the integrity of bridges,Construction and Building Materials
10.1016/s0950-0618(02)00119-8, ,None,Seismic performance of repaired hollow-bridge piers,Construction and Building Materials
10.1016/s0950-0618(99)00024-0, ,None,The chemical compatibility of cement–bentonite cut-off wall material,Construction and Building Materials
10.1016/s0950-0618(00)00032-5, ,None,Temperature effect on the mechanical behavior of resin concrete,Construction and Building Materials
10.1016/s0950-0618(03)00041-2, ,None,A model specification for FRP composites for civil engineering structures,Construction and Building Materials
10.1016/s0950-0618(02)00116-2, ,None,Accelerated carbonation and testing of concrete made with fly ash,Construction and Building Materials
10.1016/s0950-0618(00)00037-4, ,None,Properties of wood-based composites formulated with aggregate industry waste,Construction and Building Materials
10.1016/s0950-0618(03)00042-4, ,None,"North American design guidelines for concrete reinforcement and strengthening using FRP: principles, applications and unresolved issues",Construction and Building Materials
10.1016/s0950-0618(01)00006-x, ,None,Neural networks for predicting properties of concretes with admixtures,Construction and Building Materials
10.1016/s0950-0618(00)00058-1, ,None,Assessment of the durability of concrete from its permeation properties: a review,Construction and Building Materials
10.1016/s0950-0618(02)00091-0, ,None,Shear capacity of FRP-strengthened RC beams: FRP debonding,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.005, ,None,Effect of microstructure of ITZ on compressive strength of concrete prepared with recycled aggregates,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.002, ,None,Continuous monitoring of setting and hardening of mortar and concrete,Construction and Building Materials
10.1016/s0950-0618(02)00088-0, ,None,Strengthening concrete beams for shear with CFRP sheets,Construction and Building Materials
10.1016/s0950-0618(02)00090-9, ,None,Finite element modelling of concrete cover separation failure in FRP plated RC beams,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.037, ,None,Development of polymer modified cementitious (polycem) tiles for flooring,Construction and Building Materials
10.1016/s0950-0618(03)00119-3, ,None,Role of NDE in quality control during construction of concrete infrastructures on the basis of service life design,Construction and Building Materials
10.1016/s0950-0618(99)00041-0, ,None,Cementless building units based on oil shale and coal fly ash binder,Construction and Building Materials
10.1016/s0950-0618(02)00016-8, ,None,"Mortars, pigments and saline efflorescence from Canarian pre-Hispanic constructions (Galdar, Grand Canary Island)",Construction and Building Materials
10.1016/s0950-0618(03)00049-7, ,None,The reconstruction of the Cathedral of Noto and of the Frauenkirche of Dresden,Construction and Building Materials
10.1016/s0950-0618(03)00084-9, ,None,Calender-Update from Previous Issue,Construction and Building Materials
10.1016/s0950-0618(03)00121-1, ,None,Mechanisms of crack propagation due to corrosion of reinforcement in concrete by AE-SiGMA and BEM,Construction and Building Materials
10.1016/s0950-0618(02)00118-6, ,None,Development of water reducing agent from creosote oil,Construction and Building Materials
10.1016/s0950-0618(03)00037-0, ,None,Guest editorial,Construction and Building Materials
10.1016/s0950-0618(04)00105-9, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(03)00055-2, ,None,Fracture mechanics for the reconstruction of Noto Cathedral,Construction and Building Materials
10.1016/s0950-0618(04)00032-7, ,None,Economic aspects of using steel framed buildings with composite floors: case studies from United Arab Emirates,Construction and Building Materials
10.1016/s0950-0618(01)00003-4, ,None,A practical approach to in-situ evaluation of surface-treated structures,Construction and Building Materials
10.1016/s0950-0618(01)00021-6, ,None,Construction and Building MATERIALS,Construction and Building Materials
10.1016/s0950-0618(03)00014-x, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(00)00050-7, ,None,Properties of blended sulfoaluminate belite cement,Construction and Building Materials
10.1016/s0950-0618(00)00060-x, ,None,Near–surface sensors for condition monitoring of cover-zone concrete,Construction and Building Materials
10.1016/s0950-0618(02)00021-1, ,None,Assessment of the dynamic properties of highly saturated concrete using one-sided acoustic tomography. Application in the Marathon Dam,Construction and Building Materials
10.1016/s0950-0618(98)00034-8, ,None,Release of air from unsaturated aggregate during setting of concrete,Construction and Building Materials
10.1016/j.conbuildmat.2003.08.016, ,None,Structural masonry and architectural expression,Construction and Building Materials
10.1016/s0950-0618(02)00089-2, ,None,Guest editorial,Construction and Building Materials
10.1016/s0950-0618(99)00049-5, ,None,A concrete pier: case history of failure and repair,Construction and Building Materials
10.1016/s0950-0618(00)00044-1, ,None,Bolted joints in glulam and structural timber composites,Construction and Building Materials
10.1016/s0950-0618(02)00084-3, ,None,Author Index,Construction and Building Materials
10.1016/s0950-0618(99)00002-1, ,None,Editorial,Construction and Building Materials
10.1016/s0950-0618(02)00094-6, ,None,Deflection and crack-width prediction of concrete beams reinforced with glass FRP rods,Construction and Building Materials
10.1016/s0950-0618(01)00033-2, ,None,Effect of ageing on bitumen chemistry and rheology,Construction and Building Materials
10.1016/s0950-0618(02)00039-9, ,None,Building Civil Structures and Masonry Structures,Construction and Building Materials
10.1016/s0950-0618(02)00004-1, ,None,Diagnosis of assessment methods for weatherability of stabilised compressed soil blocks,Construction and Building Materials
10.1016/s0950-0618(99)00032-x, ,None,Mode I reflection cracking resistance of strengthened asphalt concretes,Construction and Building Materials
10.1016/s0950-0618(99)00027-6, ,None,Properties of polypropylene fiber reinforced silica fume expansive-cement concrete,Construction and Building Materials
10.1016/s0950-0618(00)00018-0, ,None,Investigation procedures for the diagnosis of historic masonries,Construction and Building Materials
10.1016/s0950-0618(02)00054-5, ,None,Ads,Construction and Building Materials
10.1016/s0950-0618(03)00103-x, ,None,"Analysis of pavement residue properties under moisture induced attack at Tuen Mun highway, Hong Kong",Construction and Building Materials
10.1016/s0950-0618(99)00026-4, ,None,Conversion of a waste mud into a pozzolanic material,Construction and Building Materials
10.1016/s0950-0618(02)00038-7, ,None,Effect of used engine oil on structural behavior of reinforced concrete elements,Construction and Building Materials
10.1016/s0950-0618(02)00106-x, ,None,Hydration of high-calcium quicklime with methanol–water mixtures,Construction and Building Materials
10.1016/s0950-0618(00)00028-3, ,None,"Fatigue crack investigation for the Arkansas River Bridge in Hutchinson, Kansas",Construction and Building Materials
10.1016/s0950-0618(03)00057-6, ,None,On-site investigation on the remains of the Cathedral of Noto,Construction and Building Materials
10.1016/s0950-0618(01)00004-6, ,None,Development of a technique to measure the residual strength of woodworm infested timber,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.006, ,None,Application of genetic-based neural network to lateritic soil strength modeling,Construction and Building Materials
10.1016/s0950-0618(02)00036-3, ,None,Degradation of components in flooring systems in humid and alkaline environments,Construction and Building Materials
10.1016/j.conbuildmat.2003.01.001, ,None,On-site weathering of sealants under tropical conditions,Construction and Building Materials
10.1016/j.conbuildmat.2003.11.002, ,None,Moisture ingress in rammed earth: Part 1—the effect of soil particle-size distribution on the rate of capillary suction,Construction and Building Materials
10.1016/s0950-0618(02)00096-x, ,None,Numerical simulation on shear fracture process of concrete using mesoscopic mechanical model,Construction and Building Materials
10.1016/s0950-0618(02)00026-0, ,None,Basic rheological and mechanical properties of high-volume fly ash grouts,Construction and Building Materials
10.1016/j.conbuildmat.2004.01.001, ,None,"Microstructures and mechanical properties after heating of reinforcing 500 MPa class weldable steels produced by various processes (Tempcore, microalloyed with vanadium and work-hardened)",Construction and Building Materials
10.1016/s0950-0618(00)00045-3, ,None,Origin of the pozzolanic effect of rice husks,Construction and Building Materials
10.1016/s0950-0618(99)00048-3, ,None,A study on the hydration rate of natural zeolite blended cement pastes,Construction and Building Materials
10.1016/s0950-0618(00)00034-9, ,None,Polymer concrete-filled steel tubes under axial compression,Construction and Building Materials
10.1016/s0950-0618(00)00066-0, ,None,Effect of timber moisture content on bonded-in rods,Construction and Building Materials
10.1016/s0950-0618(03)00005-9, ,None,Properties of cement—rice husk mixture,Construction and Building Materials
10.1016/j.conbuildmat.2003.11.001, ,None,"Rammed earth sample production: context, recommendations and consistency",Construction and Building Materials
10.1016/s0950-0618(02)00019-3, ,None,Use of recycled aggregates in molded concrete bricks and blocks,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.027, ,None,Mechanical properties of high-strength steel fiber-reinforced concrete,Construction and Building Materials
10.1016/s0950-0618(99)00038-0, ,None,Evaluation of bond using FRP rods with axisymmetric deformations,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.008, ,None,Sensor systems for use in reinforced concrete structures,Construction and Building Materials
10.1016/s0950-0618(99)00009-4, ,None,Micro–macro fracture relationships and acoustic emissions in concrete,Construction and Building Materials
10.1016/s0950-0618(01)00019-8, ,None,Masonry walls: materials and construction,Construction and Building Materials
10.1016/s0950-0618(03)00007-2, ,None,Experimental study on the determination of strength of masonry walls,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.010, ,None,Assessment of fracture properties of epoxy polymer concrete reinforced with short carbon and glass fibers,Construction and Building Materials
10.1016/s0950-0618(00)00071-4, ,None,Quantitative damage estimation of concrete by acoustic emission,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.002, ,None,Artificial neural networks for the prediction of shear capacity of steel plate strengthened RC beams,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.011, ,None,Effectiveness of Class C fly ash as an expansive soil stabilizer,Construction and Building Materials
10.1016/s0950-0618(00)00003-9, ,None,Fatigue and fracture performance of cold drawn wires for prestressed concrete,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.023, ,None,Concrete-to-concrete bond strength. Influence of the roughness of the substrate surface,Construction and Building Materials
10.1016/s0950-0618(00)00010-6, ,None,"The environmental impacts of concrete design, procurement and on-site use in structures",Construction and Building Materials
10.1016/s0950-0618(01)00012-5, ,None,Acidic attack of cement based materials — a review.,Construction and Building Materials
10.1016/s0950-0618(00)00008-8, ,None,Full-scale testing of a parking structure column retrofitted with carbon fiber reinforced composites,Construction and Building Materials
10.1016/s0950-0618(00)00067-2, ,None,Flexural behaviour of babadua reinforced one-way slabs subjected to third-point loading,Construction and Building Materials
10.1016/s0950-0618(01)00018-6, ,None,Short vs. long column behavior of pultruded glass-fiber reinforced polymer composites,Construction and Building Materials
10.1016/s0950-0618(00)00061-1, ,None,Test methods for on site measurement of resistivity of concrete — a RILEM TC-154 technical recommendation,Construction and Building Materials
10.1016/s0950-0618(00)00023-4, ,None,Shear strengthening of reinforced concrete beams using steel plates bonded on beam web: experiments and analysis,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.007, ,None,Mechanisms of crack propagation due to corrosion of reinforcement in concrete by AE-SiGMA and BEM,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.012, ,None,Durability of FRP rods for concrete structures,Construction and Building Materials
10.1016/s0950-0618(00)00007-6, ,None,Influence of soil type on stabilization with cement kiln dust,Construction and Building Materials
10.1016/s0950-0618(99)00046-x, ,None,Plant fibre reinforced cement components for roofing,Construction and Building Materials
10.1016/s0950-0618(99)00021-5, ,None,Development of cork–gypsum composites for building applications,Construction and Building Materials
10.1016/s0950-0618(00)00075-1, ,None,Visualization of failure in a pull-out test of cable bolts using X-ray CT,Construction and Building Materials
10.1016/s0950-0618(01)00032-0, ,None,Stability of cementless building units based on oil shale fly ash binder in various conditions,Construction and Building Materials
10.1016/s0950-0618(00)00077-5, ,None,Acoustic emission monitoring of hydraulic fracturing in laboratory and field,Construction and Building Materials
10.1016/s0950-0618(02)00129-0, ,None,Science Direct,Construction and Building Materials
10.1016/s0950-0618(04)00021-2, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(98)00035-x, ,None,Durability of polymeric pipes in contact with domestic products,Construction and Building Materials
10.1016/s0950-0618(99)00013-6, ,None,Steel girder bridge field test procedures,Construction and Building Materials
10.1016/s0950-0618(99)00029-x, ,None,Acidic resistance of materials based on the novel use of silica fume in concrete,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.021, ,None,Design moment variations in bridges constructed using a balanced cantilever method,Construction and Building Materials
10.1016/s0950-0618(01)00025-3, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(01)00005-8, ,None,Theoretical model of the determination of the deformation rates of RC beams,Construction and Building Materials
10.1016/s0950-0618(02)00109-5, ,None,Investigation of thermally-induced loads in modified bituminous roofing membranes,Construction and Building Materials
10.1016/s0950-0618(99)00050-1, ,None,An investigation of the composite action of an FRP/concrete prismatic beam,Construction and Building Materials
10.1016/s0950-0618(00)00070-2, ,None,Preface,Construction and Building Materials
10.1016/s0950-0618(03)00035-7, ,None,"Calendar, update from previous issue",Construction and Building Materials
10.1016/s0950-0618(04)00080-7, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(02)00013-2, ,None,Non-destructive investigation of microporosity in marbles by means of small angle neutron scattering,Construction and Building Materials
10.1016/s0950-0618(01)00014-9, ,None,Mathematical model of RC banded column behaviour,Construction and Building Materials
10.1016/s0950-0618(99)00015-x, ,None,Blending of marginally suitable tropical sub-base materials for use in base course construction,Construction and Building Materials
10.1016/s0950-0618(00)00036-2, ,None,Comparison of acoustic emission activity in steel-reinforced and FRP-reinforced concrete beams,Construction and Building Materials
10.1016/s0950-0618(01)00010-1, ,None,Influence of organic coatings on the stability of macrodefect-free cements exposed to water,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.019, ,None,Mechanical durability of a polymer concrete: a Vickers indentation study of the strength degradation process,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.025, ,None,Load test of a plain concrete arch railway bridge of 20-m span,Construction and Building Materials
10.1016/s0950-0618(99)00004-5, ,None,Application of a visco-elastic tension-softening constitutive model to cracked and ageing concrete,Construction and Building Materials
10.1016/s0950-0618(02)00003-x, ,None,Service life of building envelope components: making it operational in economical assessment,Construction and Building Materials
10.1016/s0950-0618(00)00069-6, ,None,Longitudinal and transverse effects in masonry arch assessment,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.020, ,None,Preliminary investigations into the use of secondary waste minerals as a novel cementitious landfill liner,Construction and Building Materials
10.1016/s0950-0618(00)00078-7, ,None,Moment tensor evaluation of acoustic emission sources in salt rock,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.013, ,None,Development of an innovative interlocking load bearing hollow block system in Malaysia,Construction and Building Materials
10.1016/j.conbuildmat.2003.10.005, ,None,Role of NDE in quality control during construction of concrete infrastructures on the basis of service life design,Construction and Building Materials
10.1016/s0950-0618(00)00014-3, ,None,Improved assessment of mass concrete dams using acoustic travel time tomography. Part I — theory,Construction and Building Materials
10.1016/s0950-0618(02)00102-2, ,None,Facade staining arising from design features,Construction and Building Materials
10.1016/s0950-0618(01)00011-3, ,None,A modified on-site water chamber tester for masonry walls,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.004, ,None,Retention of movement capability of polyurethane sealants in the tropics,Construction and Building Materials
10.1016/s0950-0618(01)00031-9, ,None,Thermal changes in clay products from alluvial deposits of the Indo–Gangetic plains,Construction and Building Materials
10.1016/s0950-0618(00)00079-9, ,None,Acoustic emission moment tensor analysis: development for crack identification in concrete materials,Construction and Building Materials
10.1016/s0950-0618(99)00023-9, ,None,Factors affecting ceramic tile adhesion for external cladding,Construction and Building Materials
10.1016/s0950-0618(02)00098-3, ,None,Effect of organic materials on the solidification of heavy metal sludge,Construction and Building Materials
10.1016/s0950-0618(03)00094-1, ,None,Progress on understanding debonding problems in reinforced concrete and steel members strengthened using FRP composites,Construction and Building Materials
10.1016/s0950-0618(02)00025-9, ,None,Effects of drainer formworks on concrete lateral pressure,Construction and Building Materials
10.1016/s0950-0618(03)00039-4, ,None,FRPs and FOSs lead to innovation in Canadian civil engineering structures,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.006, ,None,Post-fire behavior of bond between high strength pozzolanic concrete and reinforcing steel,Construction and Building Materials
10.1016/s0950-0618(00)00024-6, ,None,Performance characteristics of lateritic soil bricks fired at low temperatures: a case study of Cameroon,Construction and Building Materials
10.1016/s0950-0618(00)00019-2, ,None,Flexural behaviour of reinforced concrete slabs with ferrocement tension zone cover,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.015, ,None,Proposed performance-based laboratory test method for measuring vapour and water permeability of waterproofing membranes under hydrostatic pressure,Construction and Building Materials
10.1016/s0950-0618(99)00008-2, ,None,Experimental and numerical crack analysis of mixed-mode failure in concrete by acoustic emission and boundary element method,Construction and Building Materials
10.1016/s0950-0618(02)00011-9, ,None,Acidic attack of cement-based materials—a review Part 2. Factors of rate of acidic attack and protective measures,Construction and Building Materials
10.1016/s0950-0618(99)00014-8, ,None,Reinforced concrete repairs in beams,Construction and Building Materials
10.1016/s0950-0618(99)00035-5, ,None,Flexural strength and notch sensitivity in natural building stones: Carrara and Dionysos marble,Construction and Building Materials
10.1016/s0950-0618(98)00033-6, ,None,"Rapid chloride permeability test on blended cement and other concretes: correlations between charge, initial current and conductivity",Construction and Building Materials
10.1016/s0950-0618(00)00056-8, ,None,Why assess the properties of near-surface concrete?,Construction and Building Materials
10.1016/s0950-0618(02)00092-2, ,None,Strengthening of two-way concrete slabs with FRP composite laminates,Construction and Building Materials
10.1016/j.conbuildmat.2004.03.014, ,None,Size effect on bond strength of deformed bars,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.008, ,None,Combined bituminous binder and mixture linear rheological properties,Construction and Building Materials
10.1016/s0950-0618(01)00009-5, ,None,Effect of degree of corrosion on the properties of reinforcing steel bars,Construction and Building Materials
10.1016/s0950-0618(99)00018-5, ,None,Comparative study of some mechanical connections in cold formed steel,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.001, ,None,Effect of corrosion inhibiting admixtures on concrete properties,Construction and Building Materials
10.1016/s0950-0618(02)00015-6, ,None,Concrete bridge inspection with a mobile GPR system,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.017, ,None,Evaluation of TDI production waste as a modifier for bituminous waterproofing,Construction and Building Materials
10.1016/s0950-0618(02)00005-3, ,None,Advanced Byzantine cement based composites resisting earthquake stresses: the crushed brick/lime mortars of Justinian's Hagia Sophia,Construction and Building Materials
